name;timestamp;arousal;valence;liking
'Devel_HU_01';0.000000;0.000000;0.007203;0.010122
'Devel_HU_01';0.100000;0.000000;0.007203;0.010122
'Devel_HU_01';0.200000;0.000000;0.007203;0.010122
'Devel_HU_01';0.300000;0.000000;0.005624;0.010122
'Devel_HU_01';0.400000;0.000000;0.005624;0.010122
'Devel_HU_01';0.500000;0.000000;0.005624;0.010122
'Devel_HU_01';0.600000;0.000000;0.005624;0.006395
'Devel_HU_01';0.700000;0.000000;0.000000;0.004474
'Devel_HU_01';0.800000;0.000000;0.000000;0.004474
'Devel_HU_01';0.900000;0.000000;0.000000;0.004509
'Devel_HU_01';1.000000;0.000000;0.000000;0.004478
'Devel_HU_01';1.100000;0.000000;0.001354;0.004509
'Devel_HU_01';1.200000;0.000000;0.001354;0.004478
'Devel_HU_01';1.300000;0.000000;0.001354;0.004892
'Devel_HU_01';1.400000;0.000000;0.001354;0.004474
'Devel_HU_01';1.500000;-0.044019;0.001667;0.004474
'Devel_HU_01';1.600000;-0.048636;0.001677;0.004474
'Devel_HU_01';1.700000;-0.063412;0.001677;0.004918
'Devel_HU_01';1.800000;-0.080650;0.001677;0.004918
'Devel_HU_01';1.900000;-0.088038;0.001677;0.004474
'Devel_HU_01';2.000000;-0.088038;0.001677;0.004474
'Devel_HU_01';2.100000;-0.088038;0.001677;0.004474
'Devel_HU_01';2.200000;-0.088038;0.001677;0.004474
'Devel_HU_01';2.300000;-0.094810;0.003256;0.004474
'Devel_HU_01';2.400000;-0.094810;0.003256;0.004474
'Devel_HU_01';2.500000;-0.092963;0.003256;0.004474
'Devel_HU_01';2.600000;-0.092963;0.003256;0.004474
'Devel_HU_01';2.700000;-0.092963;0.003256;0.004474
'Devel_HU_01';2.800000;-0.092963;0.003256;0.004474
'Devel_HU_01';2.900000;-0.092963;0.003256;0.004474
'Devel_HU_01';3.000000;-0.092963;0.003256;0.004474
'Devel_HU_01';3.100000;-0.092963;0.003256;0.004474
'Devel_HU_01';3.200000;-0.092963;0.003256;0.004474
'Devel_HU_01';3.300000;-0.092963;0.003256;0.004474
'Devel_HU_01';3.400000;-0.092963;0.003256;0.004474
'Devel_HU_01';3.500000;-0.092963;0.003256;0.004474
'Devel_HU_01';3.600000;-0.092963;0.003256;0.004474
'Devel_HU_01';3.700000;-0.092963;0.003256;0.004474
'Devel_HU_01';3.800000;-0.095746;0.003256;0.004474
'Devel_HU_01';3.900000;-0.098473;0.003256;0.004474
'Devel_HU_01';4.000000;-0.100043;0.000000;0.004474
'Devel_HU_01';4.100000;-0.100043;0.000000;0.004474
'Devel_HU_01';4.200000;-0.100043;0.000000;0.004474
'Devel_HU_01';4.300000;-0.104968;0.000000;0.004474
'Devel_HU_01';4.400000;-0.104968;0.000000;0.004474
'Devel_HU_01';4.500000;-0.104968;0.000000;0.004474
'Devel_HU_01';4.600000;-0.104968;0.000000;0.004474
'Devel_HU_01';4.700000;-0.104968;0.000000;0.000272
'Devel_HU_01';4.800000;-0.104968;0.000000;0.000000
'Devel_HU_01';4.900000;-0.104968;0.000000;0.000000
'Devel_HU_01';5.000000;-0.104968;0.000000;0.000000
'Devel_HU_01';5.100000;-0.104968;0.000000;0.000000
'Devel_HU_01';5.200000;-0.104968;0.000000;0.000000
'Devel_HU_01';5.300000;-0.112356;0.000000;0.000000
'Devel_HU_01';5.400000;-0.113002;0.000000;0.000000
'Devel_HU_01';5.500000;-0.113243;0.000000;0.000000
'Devel_HU_01';5.600000;-0.119589;0.000000;0.000000
'Devel_HU_01';5.700000;-0.121883;0.000000;0.000000
'Devel_HU_01';5.800000;-0.122130;0.000000;0.000000
'Devel_HU_01';5.900000;-0.124002;0.000000;0.000000
'Devel_HU_01';6.000000;-0.126385;0.000000;0.000000
'Devel_HU_01';6.100000;-0.127721;0.000000;0.000000
'Devel_HU_01';6.200000;-0.128410;0.000000;0.000000
'Devel_HU_01';6.300000;-0.129099;0.000000;0.000000
'Devel_HU_01';6.400000;-0.133205;0.000000;0.000000
'Devel_HU_01';6.500000;-0.134894;0.000000;0.001549
'Devel_HU_01';6.600000;-0.136272;0.000000;0.002044
'Devel_HU_01';6.700000;-0.137347;0.000000;0.002044
'Devel_HU_01';6.800000;-0.138313;0.000000;0.002044
'Devel_HU_01';6.900000;-0.139001;0.000000;0.002044
