name;timestamp;arousal;valence;liking
'Devel_DE_07';0.000000;0.000000;0.000000;0.000000
'Devel_DE_07';0.100000;0.000000;0.000000;0.000000
'Devel_DE_07';0.200000;0.000000;0.000000;0.000000
'Devel_DE_07';0.300000;0.000000;0.000000;0.000000
'Devel_DE_07';0.400000;0.000000;0.000000;0.000000
'Devel_DE_07';0.500000;0.000000;0.000000;0.000000
'Devel_DE_07';0.600000;0.000000;0.000000;0.000000
'Devel_DE_07';0.700000;0.000000;0.000000;0.000000
'Devel_DE_07';0.800000;0.000000;0.000000;0.000000
'Devel_DE_07';0.900000;0.000000;0.000000;0.000000
'Devel_DE_07';1.000000;0.000000;0.000000;0.000000
'Devel_DE_07';1.100000;0.000000;0.000000;0.000000
'Devel_DE_07';1.200000;0.000000;0.000000;-0.001452
'Devel_DE_07';1.300000;0.000000;0.000000;-0.001452
'Devel_DE_07';1.400000;0.000000;0.000000;-0.001452
'Devel_DE_07';1.500000;0.000000;0.000000;-0.001452
'Devel_DE_07';1.600000;0.000000;0.000000;-0.001452
'Devel_DE_07';1.700000;0.000000;0.000000;-0.001452
'Devel_DE_07';1.800000;0.000000;0.000000;-0.001452
'Devel_DE_07';1.900000;0.000000;0.000000;-0.001452
'Devel_DE_07';2.000000;0.000000;0.000000;-0.001452
'Devel_DE_07';2.100000;0.000000;0.000000;-0.001452
'Devel_DE_07';2.200000;0.000000;0.000000;-0.001452
'Devel_DE_07';2.300000;0.000000;0.000000;-0.001452
'Devel_DE_07';2.400000;0.000000;0.000000;-0.001452
'Devel_DE_07';2.500000;0.000000;0.000000;-0.001452
'Devel_DE_07';2.600000;0.000000;0.000000;-0.001452
'Devel_DE_07';2.700000;0.010752;0.000000;-0.001452
'Devel_DE_07';2.800000;0.019830;0.028203;-0.001365
'Devel_DE_07';2.900000;0.036121;0.033764;-0.000877
'Devel_DE_07';3.000000;0.065330;0.038134;0.007979
'Devel_DE_07';3.100000;0.090792;0.038134;0.017129
'Devel_DE_07';3.200000;0.126894;0.047196;0.015922
'Devel_DE_07';3.300000;0.146882;0.070008;0.015663
'Devel_DE_07';3.400000;0.163971;0.123105;0.015663
'Devel_DE_07';3.500000;0.171791;0.206807;0.016637
'Devel_DE_07';3.600000;0.175847;0.284633;0.016637
'Devel_DE_07';3.700000;0.177294;0.345357;0.017129
'Devel_DE_07';3.800000;0.180734;0.418960;0.014929
'Devel_DE_07';3.900000;0.181194;0.456261;0.017129
'Devel_DE_07';4.000000;0.188554;0.476116;0.017129
'Devel_DE_07';4.100000;0.188554;0.485191;0.017184
'Devel_DE_07';4.200000;0.188554;0.488487;0.017184
'Devel_DE_07';4.300000;0.191171;0.492449;0.025838
'Devel_DE_07';4.400000;0.194566;0.472117;0.037280
'Devel_DE_07';4.500000;0.211331;0.479409;0.037321
'Devel_DE_07';4.600000;0.233488;0.483778;0.037321
'Devel_DE_07';4.700000;0.250534;0.488148;0.037321
'Devel_DE_07';4.800000;0.250534;0.492705;0.037321
'Devel_DE_07';4.900000;0.266389;0.488479;0.037321
'Devel_DE_07';5.000000;0.274501;0.487492;0.037321
'Devel_DE_07';5.100000;0.271511;0.487492;0.037321
'Devel_DE_07';5.200000;0.268613;0.487492;0.037321
'Devel_DE_07';5.300000;0.266833;0.487492;0.037321
'Devel_DE_07';5.400000;0.266196;0.500119;0.037321
'Devel_DE_07';5.500000;0.265204;0.504057;0.037321
'Devel_DE_07';5.600000;0.265204;0.507411;0.037321
'Devel_DE_07';5.700000;0.265204;0.517341;0.037321
'Devel_DE_07';5.800000;0.260042;0.521711;0.056736
'Devel_DE_07';5.900000;0.260042;0.521711;0.057176
'Devel_DE_07';6.000000;0.264148;0.526080;0.057176
'Devel_DE_07';6.100000;0.282821;0.526080;0.057176
'Devel_DE_07';6.200000;0.293134;0.523559;0.057176
'Devel_DE_07';6.300000;0.302383;0.523559;0.057176
'Devel_DE_07';6.400000;0.315033;0.523773;0.057176
'Devel_DE_07';6.500000;0.320749;0.523773;0.057176
'Devel_DE_07';6.600000;0.320664;0.505955;0.057176
'Devel_DE_07';6.700000;0.322749;0.499997;0.057176
'Devel_DE_07';6.800000;0.321425;0.494131;0.057176
'Devel_DE_07';6.900000;0.321425;0.495536;0.054178
'Devel_DE_07';7.000000;0.321425;0.481395;0.054178
'Devel_DE_07';7.100000;0.317145;0.475722;0.054178
'Devel_DE_07';7.200000;0.313455;0.462917;0.054178
'Devel_DE_07';7.300000;0.317526;0.460187;0.026380
'Devel_DE_07';7.400000;0.315448;0.456230;0.017941
'Devel_DE_07';7.500000;0.310263;0.456230;0.013143
'Devel_DE_07';7.600000;0.308015;0.454892;0.013143
'Devel_DE_07';7.700000;0.308015;0.458356;0.013143
'Devel_DE_07';7.800000;0.308015;0.458356;0.013143
'Devel_DE_07';7.900000;0.308015;0.453357;0.013143
'Devel_DE_07';8.000000;0.308015;0.457727;0.013143
'Devel_DE_07';8.100000;0.309007;0.458907;0.013143
'Devel_DE_07';8.200000;0.303267;0.467674;0.013143
'Devel_DE_07';8.300000;0.298171;0.475860;0.013143
'Devel_DE_07';8.400000;0.296785;0.475860;0.007545
'Devel_DE_07';8.500000;0.289364;0.466632;0.005146
'Devel_DE_07';8.600000;0.282406;0.457262;0.001914
'Devel_DE_07';8.700000;0.274587;0.411016;0.000512
'Devel_DE_07';8.800000;0.274395;0.405057;0.000146
'Devel_DE_07';8.900000;0.269507;0.385992;-0.000352
'Devel_DE_07';9.000000;0.269507;0.384169;-0.001129
'Devel_DE_07';9.100000;0.269507;0.384160;-0.000352
'Devel_DE_07';9.200000;0.269507;0.383543;-0.000452
'Devel_DE_07';9.300000;0.270499;0.389502;0.001624
'Devel_DE_07';9.400000;0.270499;0.386205;0.000748
'Devel_DE_07';9.500000;0.270499;0.385358;0.001775
'Devel_DE_07';9.600000;0.268578;0.374282;0.000748
'Devel_DE_07';9.700000;0.268578;0.364072;0.001461
'Devel_DE_07';9.800000;0.268578;0.361355;-0.000345
'Devel_DE_07';9.900000;0.263047;0.361355;0.000346
'Devel_DE_07';10.000000;0.263047;0.354063;-0.000396
'Devel_DE_07';10.100000;0.263047;0.336647;-0.000650
'Devel_DE_07';10.200000;0.260568;0.332279;-0.001452
'Devel_DE_07';10.300000;0.260568;0.325535;-0.001452
'Devel_DE_07';10.400000;0.260568;0.325699;0.000648
'Devel_DE_07';10.500000;0.260568;0.325699;0.001332
'Devel_DE_07';10.600000;0.260568;0.306625;0.001332
'Devel_DE_07';10.700000;0.259389;0.291271;-0.000295
'Devel_DE_07';10.800000;0.254937;0.291271;-0.000930
'Devel_DE_07';10.900000;0.247073;0.291271;-0.001452
'Devel_DE_07';11.000000;0.219751;0.290300;-0.001452
'Devel_DE_07';11.100000;0.215260;0.290916;-0.001452
'Devel_DE_07';11.200000;0.207440;0.281404;-0.001452
'Devel_DE_07';11.300000;0.202227;0.272824;-0.001452
'Devel_DE_07';11.400000;0.165476;0.272539;-0.001452
'Devel_DE_07';11.500000;0.163074;0.261368;-0.003928
'Devel_DE_07';11.600000;0.152519;0.256811;-0.003928
'Devel_DE_07';11.700000;0.152494;0.249518;-0.003928
'Devel_DE_07';11.800000;0.154043;0.249518;-0.003928
'Devel_DE_07';11.900000;0.148447;0.249518;-0.003928
'Devel_DE_07';12.000000;0.143351;0.233026;-0.003928
'Devel_DE_07';12.100000;0.137820;0.222259;-0.003928
'Devel_DE_07';12.200000;0.135976;0.221380;-0.003928
'Devel_DE_07';12.300000;0.135976;0.221380;-0.003928
'Devel_DE_07';12.400000;0.130763;0.221380;-0.003928
'Devel_DE_07';12.500000;0.121914;0.221380;-0.003928
'Devel_DE_07';12.600000;0.116383;0.221380;-0.003928
'Devel_DE_07';12.700000;0.108563;0.213754;-0.003928
'Devel_DE_07';12.800000;0.095530;0.213754;-0.003928
'Devel_DE_07';12.900000;0.107884;0.213754;-0.003928
'Devel_DE_07';13.000000;0.109910;0.202315;-0.003928
