name;timestamp;arousal;valence;liking
'Devel_DE_02';0.000000;0.000000;0.000000;0.000000
'Devel_DE_02';0.100000;0.000000;0.000000;0.000000
'Devel_DE_02';0.200000;0.000000;0.000000;0.000000
'Devel_DE_02';0.300000;0.000000;0.000000;0.000000
'Devel_DE_02';0.400000;0.000000;0.000000;0.000000
'Devel_DE_02';0.500000;0.000000;0.000000;0.000000
'Devel_DE_02';0.600000;0.000000;0.000000;0.000000
'Devel_DE_02';0.700000;0.000000;0.000000;0.000000
'Devel_DE_02';0.800000;0.000000;0.000000;0.000000
'Devel_DE_02';0.900000;0.000000;0.000000;0.000000
'Devel_DE_02';1.000000;0.000000;0.000000;0.000000
'Devel_DE_02';1.100000;0.000000;0.000000;0.000000
'Devel_DE_02';1.200000;0.000000;0.000000;0.000000
'Devel_DE_02';1.300000;0.000000;0.000000;0.000000
'Devel_DE_02';1.400000;0.000000;0.000000;0.000000
'Devel_DE_02';1.500000;0.000000;0.000000;0.000000
'Devel_DE_02';1.600000;0.000000;0.000000;0.000000
'Devel_DE_02';1.700000;0.000000;0.002378;0.000000
'Devel_DE_02';1.800000;0.000000;0.002378;0.000000
'Devel_DE_02';1.900000;0.000000;0.002378;0.000000
'Devel_DE_02';2.000000;0.000000;0.002378;0.000000
'Devel_DE_02';2.100000;0.000000;0.001450;0.000000
'Devel_DE_02';2.200000;0.000000;0.001450;0.000000
'Devel_DE_02';2.300000;0.000000;0.001450;0.000000
'Devel_DE_02';2.400000;0.000000;0.001450;0.000000
'Devel_DE_02';2.500000;0.000000;0.002051;0.000000
'Devel_DE_02';2.600000;0.000000;0.002378;0.000000
'Devel_DE_02';2.700000;0.023620;0.025649;0.000000
'Devel_DE_02';2.800000;0.061791;0.075873;0.000000
'Devel_DE_02';2.900000;0.102233;0.163249;0.000000
'Devel_DE_02';3.000000;0.165009;0.212739;0.000000
'Devel_DE_02';3.100000;0.214901;0.256302;0.000000
'Devel_DE_02';3.200000;0.229145;0.316141;0.000000
'Devel_DE_02';3.300000;0.303231;0.406831;0.000000
'Devel_DE_02';3.400000;0.338517;0.488667;0.000000
'Devel_DE_02';3.500000;0.368146;0.535858;0.000000
'Devel_DE_02';3.600000;0.456713;0.554115;0.000000
'Devel_DE_02';3.700000;0.471383;0.572321;0.000000
'Devel_DE_02';3.800000;0.505032;0.580530;0.000000
'Devel_DE_02';3.900000;0.424517;0.580449;0.000000
'Devel_DE_02';4.000000;0.390282;0.581925;0.000000
'Devel_DE_02';4.100000;0.382629;0.590775;0.000000
'Devel_DE_02';4.200000;0.405355;0.594748;0.000000
'Devel_DE_02';4.300000;0.435941;0.594872;0.000000
'Devel_DE_02';4.400000;0.425048;0.589619;0.000000
'Devel_DE_02';4.500000;0.416737;0.582001;0.000000
'Devel_DE_02';4.600000;0.416737;0.575967;0.000000
'Devel_DE_02';4.700000;0.424503;0.553739;0.000000
'Devel_DE_02';4.800000;0.429680;0.544203;0.000000
'Devel_DE_02';4.900000;0.424479;0.519858;0.000000
'Devel_DE_02';5.000000;0.431067;0.501553;0.000000
'Devel_DE_02';5.100000;0.431154;0.479322;0.000000
'Devel_DE_02';5.200000;0.427656;0.474946;0.000000
'Devel_DE_02';5.300000;0.425188;0.464989;0.000000
'Devel_DE_02';5.400000;0.423997;0.461830;0.000000
'Devel_DE_02';5.500000;0.412760;0.462010;0.000000
'Devel_DE_02';5.600000;0.415787;0.445908;0.000000
'Devel_DE_02';5.700000;0.415787;0.433139;0.000000
'Devel_DE_02';5.800000;0.415009;0.418962;0.000000
'Devel_DE_02';5.900000;0.414800;0.422120;0.000000
'Devel_DE_02';6.000000;0.414418;0.419352;0.000000
'Devel_DE_02';6.100000;0.412760;0.419290;0.000000
'Devel_DE_02';6.200000;0.412760;0.419290;0.000000
'Devel_DE_02';6.300000;0.412760;0.419290;0.000000
'Devel_DE_02';6.400000;0.406877;0.419290;0.000000
'Devel_DE_02';6.500000;0.406877;0.418362;0.000000
'Devel_DE_02';6.600000;0.406397;0.417277;0.000000
'Devel_DE_02';6.700000;0.402116;0.410932;0.000000
'Devel_DE_02';6.800000;0.397921;0.404898;0.000000
'Devel_DE_02';6.900000;0.399112;0.398864;0.000000
'Devel_DE_02';7.000000;0.399112;0.393232;0.000000
'Devel_DE_02';7.100000;0.399112;0.381567;0.000000
'Devel_DE_02';7.200000;0.398440;0.374605;0.000000
'Devel_DE_02';7.300000;0.390489;0.374605;0.000000
'Devel_DE_02';7.400000;0.391481;0.362347;0.000000
'Devel_DE_02';7.500000;0.391481;0.353688;0.000000
'Devel_DE_02';7.600000;0.391481;0.356125;0.000000
'Devel_DE_02';7.700000;0.387438;0.356387;0.000000
'Devel_DE_02';7.800000;0.370325;0.353688;0.000000
'Devel_DE_02';7.900000;0.369076;0.348056;0.000000
'Devel_DE_02';8.000000;0.358237;0.348056;0.000000
'Devel_DE_02';8.100000;0.353527;0.355779;0.000000
'Devel_DE_02';8.200000;0.352336;0.356680;0.000000
'Devel_DE_02';8.300000;0.337019;0.356501;0.000000
'Devel_DE_02';8.400000;0.330279;0.351125;0.000000
'Devel_DE_02';8.500000;0.327037;0.351125;0.000000
'Devel_DE_02';8.600000;0.321949;0.350988;0.000000
'Devel_DE_02';8.700000;0.322811;0.350962;0.000000
'Devel_DE_02';8.800000;0.329825;0.350962;0.000000
'Devel_DE_02';8.900000;0.336085;0.350817;0.000000
'Devel_DE_02';9.000000;0.328776;0.349784;0.000000
'Devel_DE_02';9.100000;0.325538;0.345865;0.007761
'Devel_DE_02';9.200000;0.311442;0.339016;0.007761
'Devel_DE_02';9.300000;0.311442;0.331865;0.007761
'Devel_DE_02';9.400000;0.301295;0.322502;0.015066
'Devel_DE_02';9.500000;0.288535;0.313827;0.015066
'Devel_DE_02';9.600000;0.276009;0.298111;0.015066
'Devel_DE_02';9.700000;0.274424;0.283932;0.015066
'Devel_DE_02';9.800000;0.266511;0.267786;0.015066
'Devel_DE_02';9.900000;0.264554;0.265648;0.015066
'Devel_DE_02';10.000000;0.264554;0.255437;0.015066
'Devel_DE_02';10.100000;0.264554;0.263279;0.015066
'Devel_DE_02';10.200000;0.258176;0.262244;0.015066
'Devel_DE_02';10.300000;0.258176;0.256263;0.015066
'Devel_DE_02';10.400000;0.258176;0.259695;0.015066
'Devel_DE_02';10.500000;0.258176;0.262130;0.015066
'Devel_DE_02';10.600000;0.258176;0.260680;0.015066
'Devel_DE_02';10.700000;0.258176;0.260680;0.015066
'Devel_DE_02';10.800000;0.256071;0.260680;0.015066
'Devel_DE_02';10.900000;0.255322;0.260680;0.015066
'Devel_DE_02';11.000000;0.253917;0.260680;0.015066
'Devel_DE_02';11.100000;0.253073;0.260680;0.015066
'Devel_DE_02';11.200000;0.253019;0.265507;0.015066
'Devel_DE_02';11.300000;0.257696;0.265507;0.015066
'Devel_DE_02';11.400000;0.257696;0.272148;0.015066
'Devel_DE_02';11.500000;0.251900;0.286885;0.015066
'Devel_DE_02';11.600000;0.255931;0.287812;0.015066
'Devel_DE_02';11.700000;0.270333;0.301190;0.015066
'Devel_DE_02';11.800000;0.267308;0.305270;0.015066
'Devel_DE_02';11.900000;0.254832;0.300667;0.015066
'Devel_DE_02';12.000000;0.252879;0.295763;0.015066
'Devel_DE_02';12.100000;0.252685;0.297653;0.015066
'Devel_DE_02';12.200000;0.245290;0.300273;0.015066
'Devel_DE_02';12.300000;0.232791;0.297321;0.015066
'Devel_DE_02';12.400000;0.226859;0.305044;0.015066
'Devel_DE_02';12.500000;0.226838;0.307068;0.015066
'Devel_DE_02';12.600000;0.226859;0.312216;0.015066
'Devel_DE_02';12.700000;0.220460;0.312216;0.015066
'Devel_DE_02';12.800000;0.222021;0.312216;0.015066
'Devel_DE_02';12.900000;0.222784;0.312058;0.015066
