name;timestamp;arousal;valence;liking
'Devel_HU_06';0.000000;-0.008942;0.000000;0.000951
'Devel_HU_06';0.100000;-0.008942;0.000000;0.000000
'Devel_HU_06';0.200000;-0.008942;0.000000;0.000000
'Devel_HU_06';0.300000;-0.008942;0.000000;0.000000
'Devel_HU_06';0.400000;-0.008942;0.000000;0.000000
'Devel_HU_06';0.500000;-0.008942;0.000000;0.000000
'Devel_HU_06';0.600000;-0.008942;0.000000;0.000000
'Devel_HU_06';0.700000;-0.008942;0.000000;0.000000
'Devel_HU_06';0.800000;-0.008942;0.000000;0.000000
'Devel_HU_06';0.900000;-0.008942;0.000000;0.000000
'Devel_HU_06';1.000000;-0.008942;0.000000;0.000000
'Devel_HU_06';1.100000;-0.008942;0.000000;0.000000
'Devel_HU_06';1.200000;-0.008942;0.000000;0.000000
'Devel_HU_06';1.300000;-0.008942;0.000000;0.000000
'Devel_HU_06';1.400000;-0.008942;0.000023;0.000000
'Devel_HU_06';1.500000;-0.008942;0.000023;0.000000
'Devel_HU_06';1.600000;-0.008942;0.000370;0.000000
'Devel_HU_06';1.700000;-0.008942;0.011527;0.000000
'Devel_HU_06';1.800000;-0.008942;0.020810;0.000000
'Devel_HU_06';1.900000;-0.008942;0.040671;0.000000
'Devel_HU_06';2.000000;-0.008942;0.080908;0.000000
'Devel_HU_06';2.100000;-0.008942;0.116098;0.000000
'Devel_HU_06';2.200000;0.018766;0.132882;0.000000
'Devel_HU_06';2.300000;0.078267;0.146491;0.000000
'Devel_HU_06';2.400000;0.115017;0.146308;0.000000
'Devel_HU_06';2.500000;0.137245;0.142715;-0.003238
'Devel_HU_06';2.600000;0.156454;0.142715;-0.003238
'Devel_HU_06';2.700000;0.183144;0.142715;-0.004095
'Devel_HU_06';2.800000;0.187763;0.142897;-0.004095
'Devel_HU_06';2.900000;0.187763;0.153404;-0.003238
'Devel_HU_06';3.000000;0.187763;0.155076;-0.000095
'Devel_HU_06';3.100000;0.187763;0.158364;0.000000
'Devel_HU_06';3.200000;0.187763;0.162810;0.000000
'Devel_HU_06';3.300000;0.187763;0.170051;-0.007131
'Devel_HU_06';3.400000;0.192954;0.175171;-0.011595
'Devel_HU_06';3.500000;0.191224;0.179252;-0.011595
'Devel_HU_06';3.600000;0.208881;0.181395;-0.011595
'Devel_HU_06';3.700000;0.207970;0.183409;-0.011595
'Devel_HU_06';3.800000;0.207501;0.190124;-0.004430
'Devel_HU_06';3.900000;0.222454;0.192057;-0.001500
'Devel_HU_06';4.000000;0.237568;0.192113;0.000000
'Devel_HU_06';4.100000;0.294986;0.192113;0.000000
'Devel_HU_06';4.200000;0.347406;0.192097;0.000000
'Devel_HU_06';4.300000;0.467066;0.191999;0.000000
'Devel_HU_06';4.400000;0.558955;0.191878;-0.000999
'Devel_HU_06';4.500000;0.567762;0.193373;-0.012505
'Devel_HU_06';4.600000;0.573266;0.194810;-0.013267
'Devel_HU_06';4.700000;0.573266;0.194810;-0.013267
'Devel_HU_06';4.800000;0.576024;0.194810;-0.013267
'Devel_HU_06';4.900000;0.581497;0.194810;-0.013267
'Devel_HU_06';5.000000;0.580458;0.194810;-0.013267
'Devel_HU_06';5.100000;0.580070;0.186479;-0.013267
'Devel_HU_06';5.200000;0.578730;0.181680;-0.013267
'Devel_HU_06';5.300000;0.578730;0.186157;-0.011595
'Devel_HU_06';5.400000;0.599093;0.187817;-0.011595
'Devel_HU_06';5.500000;0.608461;0.205787;-0.011595
'Devel_HU_06';5.600000;0.614055;0.230646;-0.011595
'Devel_HU_06';5.700000;0.561566;0.246888;-0.011595
'Devel_HU_06';5.800000;0.556926;0.262792;-0.011595
'Devel_HU_06';5.900000;0.547596;0.288174;-0.011595
'Devel_HU_06';6.000000;0.541375;0.296767;-0.011595
'Devel_HU_06';6.100000;0.546475;0.298645;-0.011595
'Devel_HU_06';6.200000;0.546475;0.299326;-0.011595
'Devel_HU_06';6.300000;0.546475;0.298247;-0.011591
'Devel_HU_06';6.400000;0.546475;0.298247;-0.011591
'Devel_HU_06';6.500000;0.546475;0.299254;-0.011595
'Devel_HU_06';6.600000;0.550734;0.300073;-0.011595
'Devel_HU_06';6.700000;0.573513;0.299926;-0.011595
